"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"msedgewebview2","1","289","3814118240256","0","71069696","24224","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.115\msedgewebview2.exe","Microsoft Corporation","0.890625","144.0.3719.115","144.0.3719.115","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","4",,"False",,"3836","Microsoft.Win32.SafeHandles.SafeProcessHandle","289","6564",".","0","","System.Diagnostics.ProcessModule (msedgewebview2.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24224","24224","71069696","71069696","839544","839544","72630272","72630272","111308800","111308800","512049152","3814443008000","True","Idle","71069696","71069696","00:00:00.2500000","msedgewebview2","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:43:56 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.8906250","00:00:00.6406250","187281408","3814118240256","False",,,,"0","0",,
"msedgewebview2","1","147","2306579861504","0","2400256","9240","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.115\msedgewebview2.exe","Microsoft Corporation","0.046875","144.0.3719.115","144.0.3719.115","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","8",,"False",,"3188","Microsoft.Win32.SafeHandles.SafeProcessHandle","147","8088",".","0","","System.Diagnostics.ProcessModule (msedgewebview2.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9240","9240","2400256","2400256","138608","138608","2400256","2400256","7630848","7630848","182423552","2306579861504","True","Normal","2400256","2400256","00:00:00.0312500","msedgewebview2","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:43:55 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0156250","182423552","2306579861504","False",,,,"0","0",,
"MsMpEng","0","700","2204067409920","1458176","292315136","226456",,,"57.625",,,,,"Process","8",,,,,,"700","2668",".","0","",,,,,"226456","226456","292315136","292315136","798008","798008","1107755008","1107755008","794087424","794087424","1582264320","2204900487168",,,"292315136","292315136","00:00:16.6875000","MsMpEng",,"True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:36:06 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:57.6250000","00:00:40.9375000","749187072","2204067409920","False",,,,"1458176","1458176",,
"OneDrive","1","933","2207101857792","9027584","58576896","56864","C:\Users\Windows10\AppData\Local\Microsoft\OneDrive\OneDrive.exe","Microsoft Corporation","7.28125","26.007.0112.0002","26.007.0112.0002","Microsoft OneDrive","Microsoft OneDrive","Process","8",,"False",,"3868","Microsoft.Win32.SafeHandles.SafeProcessHandle","933","5204",".","0","","System.Diagnostics.ProcessModule (OneDrive.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","56864","56864","58576896","58576896","926000","926000","61530112","61530112","154247168","154247168","-507129856","2207106060288","True","Normal","58576896","58576896","00:00:03.8125000","OneDrive","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:37:11 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:07.2812500","00:00:03.4687500","-511332352","2207101857792","False",,,,"9027584","9027584",,
"OneDrive.Sync.Service","1","518","2203600281600","3600384","39227392","28688","C:\Users\Windows10\AppData\Local\Microsoft\OneDrive\26.007.0112.0002\OneDrive.Sync.Service.exe","Microsoft Corporation","0.90625","26.007.0112.0002","26.007.0112.0002","Microsoft OneDrive Sync Service","Microsoft OneDrive Sync Service","Process","6",,"False",,"3536","Microsoft.Win32.SafeHandles.SafeProcessHandle","518","552",".","0","","System.Diagnostics.ProcessModule (OneDrive.Sync.Service.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","28688","28688","39227392","39227392","449272","449272","42000384","42000384","52142080","52142080","314605568","2203632828416","True","BelowNormal","39227392","39227392","00:00:00.5156250","OneDrive.Sync.Service","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:41:59 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.9062500","00:00:00.3906250","282058752","2203600281600","False",,,,"3600384","3600384",,
"powershell","1","740","2204042375168","36835328","76304384","36640","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","Microsoft Corporation","4.25","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Windows PowerShell","Microsoft? Windows? Operating System","Process","8",,"False",,"3900","Microsoft.Win32.SafeHandles.SafeProcessHandle","740","7728",".","525468","Administrator: Windows PowerShell","System.Diagnostics.ProcessModule (powershell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","36640","36640","76304384","76304384","525992","525992","109051904","109051904","122089472","122089472","737951744","2204056174592","True","Normal","76304384","76304384","00:00:02.4218750","powershell","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:42:34 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.2500000","00:00:01.8281250","724152320","2204042375168","False",,,,"36835328","36835328",,
"prevhost","1","138","2203427323904","57344","1540096","8968","C:\Windows\system32\prevhost.exe","Microsoft Corporation","0.0625","10.0.19041.4355 (WinBuild.160101.0800)","10.0.19041.4355","Preview Handler Surrogate Host","Microsoft? Windows? Operating System","Process","8",,"False",,"3932","Microsoft.Win32.SafeHandles.SafeProcessHandle","138","3308",".","0","","System.Diagnostics.ProcessModule (prevhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8968","8968","1540096","1540096","147512","147512","1687552","1687552","8519680","8519680","111730688","2203429953536","True","Normal","1540096","1540096","00:00:00.0468750","prevhost","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:41:38 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0156250","109101056","2203427323904","False",,,,"57344","57344",,
"Registry","0","0","97206272","5963776","7356416","8840",,,"1.75",,,,,"Process","8",,,,,,"0","92",".","0","",,,,,"8840","8840","7356416","7356416","194080","194080","15052800","15052800","89460736","89460736","102940672","102940672",,,"7356416","7356416","00:00:01.7500000","Registry",,"True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:35:40 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.7500000","00:00:00","97206272","97206272","False",,,,"5963776","5963776",,
"RuntimeBroker","1","142","2203413798912","0","1757184","8968","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.015625","10.0.19041.5794 (WinBuild.160101.0800)","10.0.19041.5794","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"3400","Microsoft.Win32.SafeHandles.SafeProcessHandle","142","2088",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8968","8968","1757184","1757184","117224","117224","1970176","1970176","8556544","8556544","97153024","2203415375872","True","Normal","1757184","1757184","00:00:00","RuntimeBroker","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:38:52 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00.0156250","95576064","2203413798912","False",,,,"0","0",,
"RuntimeBroker","1","325","2203482329088","0","6553600","19168","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","3.421875","10.0.19041.5794 (WinBuild.160101.0800)","10.0.19041.5794","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"2644","Microsoft.Win32.SafeHandles.SafeProcessHandle","325","6088",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19168","19168","6553600","6553600","247856","247856","8511488","8511488","31825920","31825920","183619584","2203501842432","True","Normal","6553600","6553600","00:00:01.7968750","RuntimeBroker","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:36:42 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.4218750","00:00:01.6250000","164106240","2203482329088","False",,,,"0","0",,
"RuntimeBroker","1","590","2203584491520","8970240","12161024","29200","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","2.140625","10.0.19041.5794 (WinBuild.160101.0800)","10.0.19041.5794","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"3412","Microsoft.Win32.SafeHandles.SafeProcessHandle","590","6252",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","29200","29200","12161024","12161024","402152","402152","12898304","12898304","31350784","31350784","286642176","2203604865024","True","Normal","12161024","12161024","00:00:01.4843750","RuntimeBroker","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:36:46 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.1406250","00:00:00.6562500","266268672","2203584491520","False",,,,"8970240","8970240",,
"RuntimeBroker","1","307","2203455803392","2281472","3682304","15768","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","1.28125","10.0.19041.5794 (WinBuild.160101.0800)","10.0.19041.5794","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"3972","Microsoft.Win32.SafeHandles.SafeProcessHandle","307","6988",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15768","15768","3682304","3682304","205904","205904","4784128","4784128","21983232","21983232","173899776","2203492122624","True","Normal","3682304","3682304","00:00:00.7500000","RuntimeBroker","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:36:55 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.2812500","00:00:00.5312500","137580544","2203455803392","False",,,,"2281472","2281472",,
"RuntimeBroker","1","310","2203457835008","2314240","3768320","15496","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.265625","10.0.19041.5794 (WinBuild.160101.0800)","10.0.19041.5794","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"4004","Microsoft.Win32.SafeHandles.SafeProcessHandle","310","7428",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15496","15496","3768320","3768320","206728","206728","5120000","5120000","19783680","19783680","159199232","2203477422080","True","Normal","3768320","3768320","00:00:00.2187500","RuntimeBroker","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:38:54 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2656250","00:00:00.0468750","139612160","2203457835008","False",,,,"2314240","2314240",,
"SearchApp","1","1506","2243076972544","79560704","159109120","123928","C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe","Microsoft Corporation","21.875","10.0.19041.6282 (WinBuild.160101.0800)","10.0.19041.6282","Search application","Microsoft? Windows? Operating System","Process","8",,"False",,"4036","Microsoft.Win32.SafeHandles.SafeProcessHandle","1506","6148",".","0","","System.Diagnostics.ProcessModule (SearchApp.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","123928","123928","159109120","159109120","1065640","1065640","190795776","190795776","222539776","222539776","1117224960","2260270022656","True","Normal","159109120","159109120","00:00:08.0468750","SearchApp","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:36:45 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:21.8750000","00:00:13.8281250","1104044032","2243076972544","False",,,,"79560704","79560704",,
"SearchApp","1","707","2255229820928","0","16703488","35840","C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe","Microsoft Corporation","1.15625","10.0.19041.6282 (WinBuild.160101.0800)","10.0.19041.6282","Search application","Microsoft? Windows? Operating System","Process","8",,"False",,"3420","Microsoft.Win32.SafeHandles.SafeProcessHandle","707","6960",".","0","","System.Diagnostics.ProcessModule (SearchApp.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","35840","35840","16703488","16703488","622320","622320","18526208","18526208","65540096","65540096","376184832","2255234015232","True","Normal","16703488","16703488","00:00:00.7031250","SearchApp","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:43:53 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.1562500","00:00:00.4531250","371990528","2255229820928","False",,,,"0","0",,
"SearchIndexer","0","707","2203491348480","4866048","17850368","38032","C:\Windows\system32\SearchIndexer.exe","Microsoft Corporation","5.8125","7.0.19041.1 (WinBuild.160101.0800)","7.0.19041.1","Microsoft Windows Search Indexer","Windows? Search","Process","8",,"False",,"4084","Microsoft.Win32.SafeHandles.SafeProcessHandle","707","2788",".","0","","System.Diagnostics.ProcessModule (SearchIndexer.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","38032","38032","17850368","17850368","208680","208680","19197952","19197952","18874368","18874368","183705600","2203501928448","True","Normal","17850368","17850368","00:00:03.3906250","SearchIndexer","3","True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:36:19 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:05.8125000","00:00:02.4218750","173125632","2203491348480","False",,,,"4866048","4866048",,
"SecurityHealthService","0","611","2203445809152","2453504","7028736","19784",,,"1.609375",,,,,"Process","8",,,,,,"611","5476",".","0","",,,,,"19784","19784","7028736","7028736","207328","207328","8028160","8028160","16523264","16523264","138080256","2203456303104",,,"7028736","7028736","00:00:00.7500000","SecurityHealthService",,"True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:37:05 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.6093750","00:00:00.8593750","127586304","2203445809152","False",,,,"2453504","2453504",,
"SecurityHealthSystray","1","173","2203428618240","1421312","1847296","10192","C:\Windows\System32\SecurityHealthSystray.exe","Microsoft Corporation","0.21875","10.0.19041.4355 (WinBuild.160101.0800)","10.0.19041.4355","Windows Security notification icon","Microsoft? Windows? Operating System","Process","8",,"False",,"4076","Microsoft.Win32.SafeHandles.SafeProcessHandle","173","5304",".","0","","System.Diagnostics.ProcessModule (SecurityHealthSystray.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10192","10192","1847296","1847296","148728","148728","1994752","1994752","9482240","9482240","112500736","2203430723584","True","Normal","1847296","1847296","00:00:00.1406250","SecurityHealthSystray","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:37:05 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2187500","00:00:00.0781250","110395392","2203428618240","False",,,,"1421312","1421312",,
"services","0","381","2203378868224","1732608","3751936","10848",,,"3.078125",,,,,"Process","9",,,,,,"381","660",".","0","",,,,,"10848","10848","3751936","3751936","146400","146400","4968448","4968448","20140032","20140032","84262912","2203402485760",,,"3751936","3751936","00:00:02.1875000","services",,"True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:35:52 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.0781250","00:00:00.8906250","60645376","2203378868224","False",,,,"1732608","1732608",,
"ShellExperienceHost","1","590","2203626213376","7528448","18714624","29144","C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","Microsoft Corporation","1.25","10.0.19041.6280 (WinBuild.160101.0800)","10.0.19041.6280","Windows Shell Experience Host","Microsoft? Windows? Operating System","Process","8",,"False",,"3520","Microsoft.Win32.SafeHandles.SafeProcessHandle","590","6460",".","0","","System.Diagnostics.ProcessModule (ShellExperienceHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","29144","29144","18714624","18714624","515848","515848","18944000","18944000","48193536","48193536","315088896","2203633311744","True","Normal","18714624","18714624","00:00:00.5625000","ShellExperienceHost","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:36:48 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.2500000","00:00:00.6875000","307990528","2203626213376","False",,,,"7528448","7528448",,
"sihost","1","617","2203493048320","11837440","6651904","19896","C:\Windows\system32\sihost.exe","Microsoft Corporation","3.03125","10.0.19041.5794 (WinBuild.160101.0800)","10.0.19041.5794","Shell Infrastructure Host","Microsoft? Windows? Operating System","Process","8",,"False",,"3720","Microsoft.Win32.SafeHandles.SafeProcessHandle","617","4524",".","0","","System.Diagnostics.ProcessModule (sihost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19896","19896","6651904","6651904","267008","267008","6922240","6922240","26558464","26558464","181530624","2203499753472","True","Normal","6651904","6651904","00:00:01.6718750","sihost","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:36:25 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.0312500","00:00:01.3593750","174825472","2203493048320","False",,,,"11837440","11837440",,
"smartscreen","1","416","2237833183232","2433024","8122368","23008","C:\Windows\System32\smartscreen.exe","Microsoft Corporation","0.34375","10.0.19041.5848 (WinBuild.160101.0800)","10.0.19041.5848","Windows Defender SmartScreen","Microsoft? Windows? Operating System","Process","8",,"False",,"3608","Microsoft.Win32.SafeHandles.SafeProcessHandle","416","4400",".","0","","System.Diagnostics.ProcessModule (smartscreen.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","23008","23008","8122368","8122368","230624","230624","8888320","8888320","23969792","23969792","159428608","2237837389824","True","Normal","8122368","8122368","00:00:00.2187500","smartscreen","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:37:04 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3437500","00:00:00.1250000","155222016","2237833183232","False",,,,"2433024","2433024",,
"smss","0","53","2203359731712","0","1110016","3224",,,"0.578125",,,,,"Process","11",,,,,,"53","324",".","0","",,,,,"3224","3224","1110016","1110016","13280","13280","1163264","1163264","2162688","2162688","49827840","2203368050688",,,"1110016","1110016","00:00:00.5781250","smss",,"True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:35:47 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5781250","00:00:00","41508864","2203359731712","False",,,,"0","0",,
"spoolsv","0","440","2203425820672","212992","5271552","20960","C:\Windows\System32\spoolsv.exe","Microsoft Corporation","0.4375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Spooler SubSystem App","Microsoft? Windows? Operating System","Process","8",,"False",,"3644","Microsoft.Win32.SafeHandles.SafeProcessHandle","440","412",".","0","","System.Diagnostics.ProcessModule (spoolsv.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20960","20960","5271552","5271552","141128","141128","5857280","5857280","16228352","16228352","118579200","2203436802048","True","Normal","5271552","5271552","00:00:00.3125000","spoolsv","3","True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:36:03 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4375000","00:00:00.1250000","107597824","2203425820672","False",,,,"212992","212992",,
"StartMenuExperienceHost","1","589","2203644452864","5324800","18935808","30232","C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe",,"2.28125",,,,,"Process","8",,"False",,"2588","Microsoft.Win32.SafeHandles.SafeProcessHandle","589","5720",".","0","","System.Diagnostics.ProcessModule (StartMenuExperienceHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","30232","30232","18935808","18935808","575528","575528","26779648","26779648","70217728","70217728","367845376","2203686068224","True","Normal","18935808","18935808","00:00:01.0312500","StartMenuExperienceHost","3","True","1","System.Diagnostics.ProcessStartInfo","2/15/2026 2:36:41 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.2812500","00:00:01.2500000","326230016","2203644452864","False",,,,"5324800","5324800",,
"svchost","0","768","2203464699904","5414912","21831680","22400","C:\Windows\System32\svchost.exe","Microsoft Corporation","4.09375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3452","Microsoft.Win32.SafeHandles.SafeProcessHandle","768","368",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22400","22400","21831680","21831680","169048","169048","29102080","29102080","32030720","32030720","181268480","2203499491328","True","Normal","21831680","21831680","00:00:02.5468750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:35:56 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.0937500","00:00:01.5468750","146477056","2203464699904","False",,,,"5414912","5414912",,
"svchost","0","2223","2204712280064","16961536","32329728","79968","C:\Windows\system32\svchost.exe","Microsoft Corporation","9.78125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3084","Microsoft.Win32.SafeHandles.SafeProcessHandle","2223","376",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","79968","79968","32329728","32329728","593304","593304","36040704","36040704","66363392","66363392","1408880640","2204727103488","True","Normal","32329728","32329728","00:00:05.2968750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:35:56 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:09.7812500","00:00:04.4843750","1394057216","2204712280064","False",,,,"16961536","16961536",,
"svchost","0","602","2207776194560","3481600","6950912","23408","C:\Windows\System32\svchost.exe","Microsoft Corporation","3.8125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3328","Microsoft.Win32.SafeHandles.SafeProcessHandle","602","756",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","23408","23408","6950912","6950912","204760","204760","13021184","13021184","20148224","20148224","171143168","2207784333312","True","Normal","6950912","6950912","00:00:02.8125000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:35:56 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.8125000","00:00:01","163004416","2207776194560","False",,,,"3481600","3481600",,
"svchost","0","1223","2203455066112","6156288","8785920","24104","C:\Windows\system32\svchost.exe","Microsoft Corporation","4.84375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3308","Microsoft.Win32.SafeHandles.SafeProcessHandle","1223","784",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24104","24104","8785920","8785920","540224","540224","9375744","9375744","29601792","29601792","150589440","2203468812288","True","Normal","8785920","8785920","00:00:03.4687500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:35:54 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.8437500","00:00:01.3750000","136843264","2203455066112","False",,,,"6156288","6156288",,
"svchost","0","1077","2203421298688","7237632","7331840","20816","C:\Windows\system32\svchost.exe","Microsoft Corporation","8.75","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3112","Microsoft.Win32.SafeHandles.SafeProcessHandle","1077","900",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20816","20816","7331840","7331840","152688","152688","7401472","7401472","12550144","12550144","111804416","2203430027264","True","Normal","7331840","7331840","00:00:03.8750000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:35:55 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:08.7500000","00:00:04.8750000","103075840","2203421298688","False",,,,"7237632","7237632",,
"svchost","0","231","2203414855680","49152","2363392","12640","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.390625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3832","Microsoft.Win32.SafeHandles.SafeProcessHandle","231","1068",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12640","12640","2363392","2363392","119040","119040","2691072","2691072","12259328","12259328","101875712","2203420098560","True","Normal","2363392","2363392","00:00:00.2812500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:35:56 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3906250","00:00:00.1093750","96632832","2203414855680","False",,,,"49152","49152",,
"svchost","0","418","2203465732096","3215360","7348224","21784","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.6875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2768","Microsoft.Win32.SafeHandles.SafeProcessHandle","418","1132",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21784","21784","7348224","7348224","144000","144000","7622656","7622656","18014208","18014208","151326720","2203469549568","True","Normal","7348224","7348224","00:00:00.4687500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:35:56 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6875000","00:00:00.2187500","147509248","2203465732096","False",,,,"3215360","3215360",,
"svchost","0","1111","2203499171840","5275648","10932224","42816","C:\Windows\system32\svchost.exe","Microsoft Corporation","3.078125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3212","Microsoft.Win32.SafeHandles.SafeProcessHandle","1111","1168",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","42816","42816","10932224","10932224","290104","290104","11685888","11685888","24477696","24477696","342237184","2203660460032","True","Normal","10932224","10932224","00:00:01.4375000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:35:57 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.0781250","00:00:01.6406250","180948992","2203499171840","False",,,,"5275648","5275648",,
"svchost","0","800","2203476860928","3465216","7548928","37592","C:\Windows\System32\svchost.exe","Microsoft Corporation","1.359375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3124","Microsoft.Win32.SafeHandles.SafeProcessHandle","800","1468",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","37592","37592","7548928","7548928","171688","171688","8982528","8982528","18685952","18685952","164696064","2203482918912","True","Normal","7548928","7548928","00:00:00.9218750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","2/15/2026 2:35:58 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.3593750","00:00:00.4375000","158638080","2203476860928","False",,,,"3465216","3465216",,
